title,url,description,category,sub_category,skills,extracted_entities
What is Corruption: Anti-Corruption and Compliance,https://www.coursera.org/learn/what-is-corruption-anti-corruption-compliance?specialization=regulatory-compliance,Have you ever paid someone for doing you a favor? ,Business,Business Essentials,"Risk Management,Operations Management,Corruption,Strategic Planning,","{'SKILL': [{'word': 'Risk Management', 'score': 0.8842114210128784}, {'word': 'Operations Management', 'score': 0.9198927879333496}, {'word': 'Corruption', 'score': 0.8402889966964722}, {'word': 'Strategic Planning', 'score': 0.7663828134536743}]}"
"Dynamic Programming, Greedy Algorithms",https://www.coursera.org/learn/dynamic-programming-greedy-algorithms?specialization=boulder-data-structures-algorithms,"This course covers basic algorithm design techniques such as divide and conquer, dynamic programming, and greedy algorithms. It concludes with a brief introduction to intractability (NP-completeness) and using linear/integer programming solvers for solving optimization problems. We will also cover some advanced topics in data structures.",Computer Science,Algorithms,"Analysis of Algorithms,Algorithm Design,Python Programming,Data Structure Design,Intractability,","{'SKILL': [{'word': 'Algorithms', 'score': 0.8906792402267456}, {'word': 'Algorithm Design', 'score': 0.9532908201217651}, {'word': 'Python Programming', 'score': 0.9888923168182373}, {'word': 'Data Structure Design', 'score': 0.9813065528869629}, {'word': 'Intractability', 'score': 0.8488767743110657}]}"
Logistic Regression in R for Public Health,https://www.coursera.org/learn/logistic-regression-r-public-health?specialization=statistical-analysis-r-public-health,Welcome to Logistic Regression in R for Public Health! ,Health,Public Health,"Logistic Regression,R Programming,","{'SKILL': [{'word': 'Tic Regression', 'score': 0.9712517857551575}, {'word': 'R Programming', 'score': 0.9626186490058899}]}"
IT Infrastructure and Emerging Trends,https://www.coursera.org/learn/it-infrastructure-and-emerging-trends?specialization=information-systems,"Today organizations are either embracing digital technologies to improve their businesses or being disrupted by entrants with such capabilities. Therefore it is important for managers and executives of all organizations to learn about various technologies and apply them in innovative ways. Some of the most important trends in Information Technology are in mobile, cloud, security, and blockchains.",Information Technology,Security,"Management,IT Skills and Knowledge,","{'SKILL': [{'word': 'Management', 'score': 0.6716226935386658}, {'word': 'IT Skills', 'score': 0.9808793067932129}, {'word': 'Knowledge', 'score': 0.9968219995498657}]}"
Entrepreneurship 1: Developing the Opportunity,https://www.coursera.org/learn/wharton-entrepreneurship-opportunity?specialization=wharton-entrepreneurship,"How does a good idea become a viable business opportunity? What is entrepreneurship and who fits the profile of an entrepreneur? This introductory course is designed to introduce you to the foundational concepts of entrepreneurship, including the definition of entrepreneurship, the profile of the entrepreneur, the difference between entrepreneurship and entrepreneurial management, and the role of venture creation in society. You’ll explore where technology entrepreneurship and impact entrepreneurship align and where they diverge, and you’ll learn proven techniques for identifying the opportunity, assessing the opportunity, hypothesis testing and creating a prototype.",Business,Finance,"Discovery-Driven Planning,Elevator Pitch,Planning,Entrepreneurship,","{'SKILL': [{'word': 'Drive', 'score': 0.9749133586883545}, {'word': 'N Planning', 'score': 0.9845985770225525}, {'word': 'Elevator Pitch', 'score': 0.9589748382568359}, {'word': 'Planning', 'score': 0.9497272968292236}, {'word': 'Entrepreneurship', 'score': 0.8853951096534729}]}"
FPGA Softcore Processors and IP Acquisition,https://www.coursera.org/learn/fpga-softcore-proccessors-ip?specialization=fpga-design,"This course will introduce you to all aspects of development of Soft Processors and Intellectual Property (IP) in FPGA design.  You will learn the extent of Soft Processor types and capabilities, how to make your own Soft Processor in and FPGA, including how to design the hardware and the software for a Soft Processor.  You will learn how to add IP blocks and custom instructions to your Soft Processor.  After the Soft Processor is made, you learn how to verify the design using simulation and an internal logic analyzer.  Once complete you will know how to create and use Soft Processors and IP, a very useful skill. ",Physical Science and Engineering,Electrical Engineering,"Software Design for Softcore Processors,Softcore Processor Design,Programmable Logic Design,Simulation for Verification,Intellectual Property Integration,","{'SKILL': [{'word': 'Softcore Processors', 'score': 0.9892382025718689}, {'word': 'Softcore Processor Design', 'score': 0.9974529147148132}, {'word': 'Program', 'score': 0.9321197271347046}, {'word': 'Logic Design', 'score': 0.997614860534668}, {'word': 'Verification', 'score': 0.8303168416023254}, {'word': 'Intellect', 'score': 0.8068130612373352}, {'word': 'Ual Property Integration', 'score': 0.9501244425773621}]}"
Research Proposal: Initiating Research,https://www.coursera.org/learn/research-proposal-initiating-research?specialization=market-research,"Market Research is a growing and important field that is used in many industries around the world. Given all the data that is collected whether by organizations, industries, social media, governments, etc., it’s important that someone can review and sift through all the noise to provide valuable insights. And that’s where you come in as a market researcher. This course will only scratch the surface and provide you a foundational understanding of this field.",Business,Marketing,"Market Research,Research Methods,Product Research,Marketing Intelligence,","{'SKILL': [{'word': 'Market Research', 'score': 0.9950153827667236}, {'word': 'Research Methods', 'score': 0.929955005645752}, {'word': 'Product Research', 'score': 0.9750164747238159}, {'word': 'Marketing Intelligence', 'score': 0.9842835664749146}]}"
People and Soft Skills Assessment ,https://www.coursera.org/learn/people-soft-skills-assessment?specialization=people-and-soft-skills-for-professional-success,"Knowledge of people and soft skills are increasingly coming into focus and being recognized as critical for success – we can also call them  ""Success Skills"" or ""Power Skills"".  These skills and behaviours include: creating & delivering presentations; using the agile approach for working professionally to deliver quality work & experiences to clients; effectively collaborating with teams; effective impactful communications; dealing with challenges in a controlled & focused manner; and problem solving & solution implementation.",Personal Development,Personal Development,"Social Skills,Professional Development,People Skills,Soft skills,Effective Communication,","{'SKILL': [{'word': 'Social Skills', 'score': 0.9234700202941895}, {'word': 'Professional Development', 'score': 0.9959627389907837}, {'word': 'People Skills', 'score': 0.9605069160461426}, {'word': 'Soft', 'score': 0.9170677661895752}, {'word': 'Effect', 'score': 0.9411874413490295}, {'word': 'Communication', 'score': 0.9897038340568542}]}"
Spring - Ecosystem and Core,https://www.coursera.org/learn/spring-ecosystem-and-core?specialization=spring-framework,"In this course students will learn the why the Spring Framework is one of the dominant Java development Frameworks. the course covers a variety of techniques for Java  Object Dependency Injection using various forms of configuration data i.e. XML, Annotations and Java Configuration Classes with Factory Methods. Configurations will be enhanced with Expression Languages  and Conditional Beans that are  available  based off certain conditions like development environment i.e. test and production. Students will build an extensive application iteratively in a succession of hands on labs.",Computer Science,Software Development,"Spring Framework,Spring Configuration Techniques,Inversion Of Control,Dependency Injection,Junit,","{'SKILL': [{'word': 'Spring Configuration Techniques', 'score': 0.8653223514556885}, {'word': 'Version Of Control', 'score': 0.8579280972480774}, {'word': 'Dependency Injection', 'score': 0.9001296162605286}], 'TOOL': [{'word': 'Jun', 'score': 0.5762763023376465}]}"
Python Project for Data Engineering,https://www.coursera.org/learn/python-project-for-data-engineering?specialization=data-engineering-foundations,"Showcase your skills in Data Engineering with this Python Project! This mini-course is intended to apply foundational Python skills by implementing different techniques to collect and work with data. You will assume the role of a Data Engineer and extract data from multiple file formats, transform it into specific datatypes, and then load it into a single source for analysis. Continue with the course and test your knowledge by implementing webscraping and extracting data with APIs all with the help of multiple hands-on labs.  ",Information Technology,Data Management,"Information Engineering,Python Programming,Jupyter notebooks,Web Scraping,Extract Transform Load (ETL),","{'SKILL': [{'word': 'Information Engineering', 'score': 0.811981201171875}, {'word': 'Python Programming', 'score': 0.9957249164581299}, {'word': 'Web Scraping', 'score': 0.992752194404602}, {'word': 'Extra', 'score': 0.786940336227417}, {'word': 'Ct Transform Load', 'score': 0.9201076626777649}, {'word': 'ETL', 'score': 0.625184178352356}]}"
Introduction to Java,https://www.coursera.org/learn/java-introduction?specialization=core-java,"This Course is the first of a series of courses that make up the Core Java Specialization.  The Core Java Specialization, in turn, is part of a series of programming specializations, derived from LearnQuest's private Java Bootcamps, designed to provide the skill set necessary to be hired as an IT developer using Java in many corporate environments.",Computer Science,Software Development,"Java Database Connectivity (JDBC),Java Class Library,Java Programming,Object-Oriented Programming (OOP),Computer Programming,","{'SKILL': [{'word': 'Java Database Connectivity', 'score': 0.9701197743415833}, {'word': 'DBC', 'score': 0.645821213722229}, {'word': 'Java Class Library', 'score': 0.9933901429176331}, {'word': 'Java Programming', 'score': 0.9865731000900269}, {'word': 'Object - Oriented Programming', 'score': 0.8342561721801758}, {'word': 'OOP', 'score': 0.9549976587295532}, {'word': 'Computer Programming', 'score': 0.8757011890411377}]}"
Introduction to Digital Transformation Part 1,https://www.coursera.org/learn/introduction-to-digital-transformation-part-1?specialization=digital-strategy,"This course was designed to introduce the key components of digital transformation so you can understand the drivers and economics of innovation and technological change to create competitive advantage in your own industry. You'll learn the business value of data and how the exponential growth in core technologies such as artificial intelligence and autonomy are impacting the nature of competition. You will also develop an understanding of the  “digital transformation stack” - infrastructure, technology, business functions, and strategy -- and use the framework to map an approach to transforming your business. This course is idea for anyone whose industry is undergoing a digital transformation and for those who want a deeper understanding of digital transformation so they have the foundational knowledge to help lead digital transformation.",Business,Business Strategy,"Data-Informed Decision-Making,Technology Strategy,Business Transformation,Digital Strategy,Business Solutions,","{'SKILL': [{'word': 'Decision - Making', 'score': 0.986968457698822}, {'word': 'Technology Strategy', 'score': 0.9371165633201599}, {'word': 'Business Transformation', 'score': 0.9111297130584717}, {'word': 'Digital Strategy', 'score': 0.9509110450744629}, {'word': 'Business Solutions', 'score': 0.8084866404533386}]}"
Introduction to Operations Management,https://www.coursera.org/learn/wharton-operations?specialization=wharton-business-foundations,"Learn to analyze and improve business processes in services or in manufacturing by learning how to increase productivity and deliver higher quality standards. Key concepts include process analysis, bottlenecks, flows rates, and inventory levels, and more. After successfully completing this course, you can apply these skills to a real-world business challenge as part of the Wharton Business Foundations Specialization.",Business,Leadership and Management,"Process Management,Operations Management,Six Sigma,Inventory,","{'SKILL': [{'word': 'Process Management', 'score': 0.8381415605545044}, {'word': 'Operations Management', 'score': 0.9691531658172607}, {'word': 'Inventory', 'score': 0.6309694051742554}], 'TOOL': [{'word': 'Six Sigma', 'score': 0.607212483882904}]}"
Java Programming: Principles of Software Design,https://www.coursera.org/learn/java-programming-design-principles?specialization=java-programming,"Solve real world problems with Java using multiple classes. Learn how to create programming solutions that scale using Java interfaces. Recognize that software engineering is more than writing code - it also involves logical thinking and design. By the end of this course you will have written a program that analyzes and sorts earthquake data, and developed a predictive text generator.",Computer Science,Software Development,"Programming Principles,Interfaces,Software Design,Java Programming,","{'SKILL': [{'word': 'Programming Principles', 'score': 0.8381510376930237}, {'word': 'Interfaces', 'score': 0.8870809674263}, {'word': 'Software Design', 'score': 0.8621103763580322}, {'word': 'Java Programming', 'score': 0.9777592420578003}]}"
Aromatherapy: Clinical Use of Essential Oils,https://www.coursera.org/learn/aromatherapy-clinical-use-essential-oils?specialization=integrative-nursing,"This course provides an overview of essential oil therapy and current aromatherapy practices in clinical settings and gives you the skills to bring aromatherapy into your own practice. By the end of the course, you will be able to: a) explain what essential oils are to a patient and how they work; b) assess if an essential oil might be beneficial to a patient, considering patient preference and the research evidence, as well as any safety issues or contraindications; and c) suggest a protocol for use in a clinical setting.",Health,Research,"integrative healthcare,wellbeing,patient-centered care,improved symptom management,evidence-based practice,","{'SKILL': [{'word': 'Gra', 'score': 0.8174346685409546}, {'word': 'Healthcare', 'score': 0.6465467810630798}, {'word': 'Wellbeing', 'score': 0.8655364513397217}, {'word': 'Patient', 'score': 0.9839300513267517}, {'word': 'Centered Care', 'score': 0.9777037501335144}, {'word': 'Om Management', 'score': 0.8160322904586792}, {'word': 'Evidence', 'score': 0.956287145614624}, {'word': 'Based Practice', 'score': 0.740754246711731}]}"
Mathematical Biostatistics Boot Camp 1,https://www.coursera.org/learn/biostatistics?specialization=advanced-statistics-data-science,"This class presents the fundamental probability and statistical concepts used in elementary data analysis. It will be taught at an introductory level for students with junior or senior college-level mathematical training including a working knowledge of calculus. A small amount of linear algebra and programming are useful for the class, but not required.",Math and Logic,Math and Logic,"Statistics,Confidence Interval,Statistical Hypothesis Testing,Biostatistics,","{'SKILL': [{'word': 'Con', 'score': 0.9824016690254211}, {'word': 'Dence Interval', 'score': 0.8860616683959961}, {'word': 'Statistical Hypothesis Testing', 'score': 0.9030473828315735}, {'word': 'Biostatistics', 'score': 0.9075123071670532}]}"
Ideas from the History of Graphic Design,https://www.coursera.org/learn/graphic-design-history?specialization=graphic-design,"This condensed survey course focuses on four key periods or themes from the history of design in the West. Together we’ll trace the emergence of design as a recognized practice, why things look the way they do, and how designers approached specific design problems in their work. ",Arts and Humanities,History,"Art History,History,Graphic Arts,Graphic Design,","{'SKILL': [{'word': 'Art History', 'score': 0.9190996885299683}, {'word': 'Graphic Arts', 'score': 0.9380996227264404}, {'word': 'Graphic Design', 'score': 0.9700809717178345}]}"
"JavaScript, jQuery, and JSON",https://www.coursera.org/learn/javascript-jquery-json?specialization=web-applications,"In this course, we'll look at the JavaScript language, and how it supports the Object-Oriented pattern, with a focus on the unique aspect of how JavaScript approaches OO. We'll explore a brief introduction to the jQuery library, which is widely used to do in-browser manipulation of the Document Object Model (DOM) and event handling. You'll also learn more about JavaScript Object Notation (JSON), which is commonly used as a syntax to exchange data between code running on the server (i.e. in PHP) and code running in the browser (JavaScript/jQuery).",Computer Science,Mobile and Web Development,"Hypertext Preprocessor (PHP),Jquery,JavaScript,","{'SKILL': [{'word': 'Ypertext Preprocessor', 'score': 0.8226345777511597}, {'word': 'PHP', 'score': 0.7266083359718323}, {'word': 'Jquery', 'score': 0.6232817769050598}, {'word': 'Javascript', 'score': 0.9760653376579285}]}"
Algebra and Differential Calculus for Data Science,https://www.coursera.org/learn/algebra-and-differential-calculus-for-data-science?specialization=expressway-to-data-science-essential-math,"Are you interested in Data Science but lack the math background for it? Has math always been a tough subject that you tend to avoid? This course will teach you the most fundamental Calculus concepts that you will need for a career in Data Science without a ton of unnecessary proofs and techniques that you may never use. Consider this an expressway to Data Science with approachable methods and friendly concepts that will guide you to truly understanding the most important ideas in Differential Calculus.  We will review some algebra basics, talk about what a derivative is, compute some simple derivatives and apply the basics of derivatives to graphing and maximizing functions.",Math and Logic,Math and Logic,"Integrals,Derivatives,Algebra,Matrix Algebra,Numerical Analysis,","{'SKILL': [{'word': 'Tegra', 'score': 0.6935946345329285}, {'word': 'Derivatives', 'score': 0.9362567067146301}, {'word': 'Algebra', 'score': 0.8671095967292786}, {'word': 'Matrix Algebra', 'score': 0.7339752912521362}, {'word': 'Ume', 'score': 0.822265088558197}, {'word': 'Rical Analysis', 'score': 0.945857584476471}]}"
Analyzing Big Data with SQL,https://www.coursera.org/learn/cloudera-big-data-analysis-sql-queries?specialization=cloudera-big-data-analysis-sql,"In this course, you'll get an in-depth look at the SQL SELECT statement and its main clauses. The course focuses on big data SQL engines Apache Hive and Apache Impala, but most of the information is applicable to SQL with traditional RDBMs as well; the instructor explicitly addresses differences for MySQL and PostgreSQL.",Data Science,Data Analysis,"Apache Hive,Apache Impala,Data Analysis,Big Data,SQL,","{'TOOL': [{'word': 'Apache Hive', 'score': 0.6594778895378113}, {'word': 'Apache Impala', 'score': 0.8299825191497803}], 'SKILL': [{'word': 'Data Analysis', 'score': 0.9827624559402466}, {'word': 'Big Data', 'score': 0.915341854095459}]}"
Essentials of Entrepreneurship: Thinking & Action,https://www.coursera.org/learn/entrepreneurial-thinking?specialization=career-success,"Success in business can be greatly enhanced with an understanding of key entrepreneurial characteristics and competencies solutions.  This interactive course provides potential entrepreneurs with the knowledge of succeeding in an entrepreneurial opportunity.  Topics include: how creativity, opportunity and feasibility are best evaluated; business strategies for new businesses; importance of a business plan; achieving success in a new business.  At the end of the course students will have the skills and confidence to evaluate starting a business, in addition to becoming more enterprising in how they approach their roles should they decide to work in organizations.",Business,Entrepreneurship,"Strategic Management,Management,Marketing,Entrepreneurship,","{'SKILL': [{'word': 'Management', 'score': 0.9918791651725769}, {'word': 'Management', 'score': 0.8997641205787659}, {'word': 'Marketing', 'score': 0.9282395839691162}, {'word': 'Entrepreneurship', 'score': 0.8598359227180481}]}"
Microsoft Azure Management Tools and Security Solutions,https://www.coursera.org/learn/microsoft-azure-management-security?specialization=microsoft-azure-fundamentals-az-900,"Microsoft Azure offers a wide range of services to deploy your applications. To keep control of your environment and to make deployments easier, it also offers a wide array of management tools and services. In this course, you will be introduced to these tools and services and you will be asked to help choose the best one for a given business scenario. ",Information Technology,Cloud Computing,"Cloud Computing Security,Artificial Intelligence (AI),Microsoft Azure,Internet Of Things (IOT),","{'SKILL': [{'word': 'Cloud Computing Security', 'score': 0.9880005717277527}, {'word': 'Art', 'score': 0.9733213186264038}, {'word': 'Ificial Intelligence', 'score': 0.7374105453491211}, {'word': 'Microsoft Azure', 'score': 0.8076074123382568}, {'word': 'Internet Of Things', 'score': 0.6915987133979797}]}"
Gender Analytics Capstone Project,https://www.coursera.org/learn/gender-analytics-capstone?specialization=gender-analytics,It’s time to use your Gender Analytics skills to tackle a real-world challenge in your capstone project.,Business,Business Essentials,"Gender Based Analysis,Analytics,Design Thinking,Change Management,Innovation,","{'SKILL': [{'word': 'Gender Based Analysis', 'score': 0.933327853679657}, {'word': 'Analytics', 'score': 0.9577562212944031}, {'word': 'Design Thinking', 'score': 0.897513747215271}, {'word': 'Change Management', 'score': 0.8208310604095459}, {'word': 'Innovation', 'score': 0.9539532661437988}]}"
Analyze Datasets and Train ML Models using AutoML,https://www.coursera.org/learn/automl-datasets-ml-models?specialization=practical-data-science,"In the first course of the Practical Data Science Specialization, you will learn foundational concepts for exploratory data analysis (EDA), automated machine learning (AutoML), and text classification algorithms. With Amazon SageMaker Clarify and Amazon SageMaker Data Wrangler, you will analyze a dataset for statistical bias, transform the dataset into machine-readable features, and select the most important features to train a multi-class text classifier. You will then perform automated machine learning (AutoML) to automatically train, tune, and deploy the best text-classification algorithm for the given dataset using Amazon SageMaker Autopilot. Next, you will work with Amazon SageMaker BlazingText, a highly optimized and scalable implementation of the popular FastText algorithm, to train a text classifier with very little code.",Data Science,Machine Learning,"Statistical Data Bias Detection,Multi-class Classification with FastText and BlazingText,Data ingestion,Exploratory Data Analysis,Automated Machine Learning (AutoML),","{'SKILL': [{'word': 'Data Bias Detection', 'score': 0.909259557723999}, {'word': 'Classification', 'score': 0.9242268204689026}, {'word': 'Data Ing', 'score': 0.6717872023582458}, {'word': 'Dilution', 'score': 0.737957775592804}, {'word': 'Data Analysis', 'score': 0.9688414335250854}, {'word': 'Machine Learning', 'score': 0.9642055034637451}], 'TOOL': [{'word': 'Fasttext', 'score': 0.9633792638778687}, {'word': 'Bla', 'score': 0.7009578943252563}, {'word': 'Zingtext', 'score': 0.8618958592414856}, {'word': 'Auto', 'score': 0.6466231346130371}]}"
Writing in First Person Point of View,https://www.coursera.org/learn/first-person-pov?specialization=memoir-personal-essay,"If you have always wanted to tell your own story—in a memoir, first-person essay, or any other form of autobiographical non-fiction—but felt you lacked the tools or the framework, this is the class for you. We will learn how successful first-person writing is structured to offer the reader a sense of propulsive motion, and is guided by a narrator who is deliberately crafted. We will explore the ways in which language can be used to create tone, so that the emotional freight of your words is as potent as the storytelling. And crucially, we will consider the writer's responsibility to the reader: the importance of being a guide who includes the reader in the sensory, emotional, and intellectual experience you mean to share through your writing.",Arts and Humanities,Music and Art,"English Language,Creative Writing,Storytelling,memoir,","{'SKILL': [{'word': 'Language', 'score': 0.8010175824165344}, {'word': 'Creative Writing', 'score': 0.989590585231781}, {'word': 'Storytelling', 'score': 0.9217653274536133}]}"
Bioconductor for Genomic Data Science,https://www.coursera.org/learn/bioconductor?specialization=genomic-data-science,Learn to use tools from the Bioconductor project to perform analysis of genomic data. This is the fifth course in the Genomic Big Data Specialization from Johns Hopkins University.,Data Science,Data Analysis,"Bioinformatics,Bioconductor,Genomics,R Programming,","{'SKILL': [{'word': 'Ioinformatics', 'score': 0.8780993819236755}, {'word': 'Ioconductor', 'score': 0.5526742935180664}, {'word': 'Genomics', 'score': 0.8790981769561768}, {'word': 'R Programming', 'score': 0.8814264535903931}]}"
Renewable Energy Technology Fundamentals,https://www.coursera.org/learn/renewable-energy-technology-fundamentals?specialization=renewable-energy,"Renewable energy is one of the fastest growing industries on the planet, with billions of dollars invested each year to meet international energy sustainability goals. This course will provide you with a solid foundation for understanding and deploying important renewable energy technologies such as wind and solar.  In addition, you will come away with a good understanding of important energy storage technologies such as pumped hydro, batteries, and hydrogen.  ",Physical Science and Engineering,Environmental Science and Sustainability,"Renewable Energy,Energy storage,Solar Energy,Wind Energy,Renewable Energy Techologies,","{'SKILL': [{'word': 'Wab', 'score': 0.6939498782157898}, {'word': 'Energy', 'score': 0.9554193615913391}, {'word': 'Energy Storage', 'score': 0.9232919812202454}, {'word': 'Solar Energy', 'score': 0.9643585681915283}, {'word': 'Wind Energy', 'score': 0.9411262273788452}, {'word': 'Renewab', 'score': 0.7847495079040527}, {'word': 'Energy Techologies', 'score': 0.754080057144165}]}"
Tools for Data Science,https://www.coursera.org/learn/open-source-tools-for-data-science?specialization=introduction-data-science,"In order to be successful in Data Science, you need to be skilled with using tools that Data Science professionals employ as part of their jobs. This course teaches you about the popular tools in Data Science and how to use them. ",Data Science,Data Analysis,"Data Science,Github,Python Programming,Jupyter notebooks,Rstudio,","{'SKILL': [{'word': 'Data Science', 'score': 0.9475749731063843}, {'word': 'Python Programming', 'score': 0.9886611700057983}], 'TOOL': [{'word': 'Jupyter Notebook', 'score': 0.7682656645774841}, {'word': 'Rstudio', 'score': 0.9398959279060364}]}"
Gender Analytics for Innovation,https://www.coursera.org/learn/gender-analytics-innovation?specialization=gender-analytics,"Gender Analytics is a way to analyze your products, services, processes and policies with a gender lens to uncover hidden opportunities for innovation and effectiveness. ",Business,Business Essentials,"Business Analytics,Intersectional Analysis,Gender Based Analysis,Leadership Development,Innovation,","{'SKILL': [{'word': 'Business Analytics', 'score': 0.8896148800849915}, {'word': 'Intersection', 'score': 0.894391655921936}, {'word': 'Al Analysis', 'score': 0.9234304428100586}, {'word': 'Gender Based Analysis', 'score': 0.9899895787239075}, {'word': 'Leadership Development', 'score': 0.873677670955658}, {'word': 'Innovation', 'score': 0.951225221157074}]}"
Multi-Axis CNC Toolpaths,https://www.coursera.org/learn/multi-axis-cnc-toolpaths?specialization=autodesk-cad-cam-manufacturing,"Computer Numerical Controlled machines, or CNC for short, can have a nearly endless number of options. Most machines today control tool motion in 3-axes, X, Y and Z, but can be upgraded to include a 4th or 5th axis as well, A and B. Additionally, there are many machines on the market that are already 5-axis capable. The good news is that Autodesk® Fusion 360™ has you covered if you need to control multi-axis positioning or simultaneous motion in all 5 axes at once!",Physical Science and Engineering,Mechanical Engineering,"Computer-aided manufaturing,Engineering,Manufacturing process,Autodesk Fusion 360,Mechanical Engineering,","{'SKILL': [{'word': 'Manufacturing', 'score': 0.9031434655189514}, {'word': 'Auto', 'score': 0.8263748288154602}, {'word': 'Mechanical Engineering', 'score': 0.9792017340660095}], 'TOOL': [{'word': 'Desk Fusion 360', 'score': 0.5905647873878479}]}"
Advanced Business Strategy,https://www.coursera.org/learn/uva-darden-advanced-business-strategy?specialization=business-strategy,"Advance your strategic analysis skills in this follow-up to Foundations of Business Strategy. In this course, developed at the Darden School of Business at the University of Virginia, you'll learn the tools to analyze strategy across time (competitive dynamics), industries (corporate strategy), geographies (international strategy), and institutions (non-market strategy). Top-ranked faculty will introduce the tools you need to complete a comprehensive evaluation and understand the strategy dynamics of an industry: Competitive Lifecycle, Internationalization and Stakeholder Analyses, and Diversification Matrices.",Business,Business Strategy,"Strategic Management,Strategic Thinking,Business Strategy,business competition,","{'SKILL': [{'word': 'Strategic Management', 'score': 0.9630407094955444}, {'word': 'Strategic Thinking', 'score': 0.9885773658752441}, {'word': 'Business Strategy', 'score': 0.9371557235717773}]}"
Optimizing a Website for Google Search,https://www.coursera.org/learn/optimizing-web-search?specialization=seo,"Learn the ins and outs of optimizing a website, from conducting an initial audit to presenting your findings and recommendations. Hands-on activities include learning how to select and apply appropriate keywords throughout a website, incorporating keyword research in a content marketing strategy, and optimizing a site for local search. You will also learn strategies for setting goals and client/stakeholder expectations, building effective analytics and reports, and communicating SEO improvements.",Business,Marketing,"Keyword Research,Marketing,Content Marketing,Mathematical Optimization,","{'SKILL': [{'word': 'Research', 'score': 0.8787713646888733}, {'word': 'Marketing', 'score': 0.7042443156242371}, {'word': 'Content Marketing', 'score': 0.9552125334739685}, {'word': 'Mathematical Optimization', 'score': 0.8667333722114563}]}"
Consulting Tools and Tips,https://www.coursera.org/learn/management-consulting-tools-and-tips?specialization=managementconsulting,This is the #4 course in the specialization on management consulting.,Business,Business Strategy,"Management Consulting,Benchmarking,Business Strategy,Consulting,Industry Analysis,","{'SKILL': [{'word': 'Management Consulting', 'score': 0.9667177200317383}, {'word': 'Benchmarking', 'score': 0.9424291849136353}, {'word': 'Business Strategy', 'score': 0.7850852608680725}, {'word': 'Consulting', 'score': 0.9808290004730225}, {'word': 'Industry Analysis', 'score': 0.8982316255569458}]}"
The Raspberry Pi Platform and Python Programming for the Raspberry Pi,https://www.coursera.org/learn/raspberry-pi-platform?specialization=iot,"The Raspberry Pi is a small, affordable single-board computer that you will use to design and develop fun and practical IoT devices while learning programming and computer hardware. In addition, you will learn how to set up up the Raspberry Pi environment, get a Linux operating system running, and write and execute some basic Python code on the Raspberry Pi. You will also learn how to use Python-based IDE (integrated development environments) for the Raspberry Pi and how to trace and debug Python code on the device. Please note that this course does not include discussion forums.",Computer Science,Software Development,"Computer Programming,Python Programming,Internet Of Things (IOT),Raspberry Pi,","{'SKILL': [{'word': 'Computer Programming', 'score': 0.8707648515701294}, {'word': 'Python Programming', 'score': 0.9945617914199829}, {'word': 'Internet Of Things', 'score': 0.776196300983429}, {'word': 'Spberry Pi', 'score': 0.7955500483512878}]}"
Renewable Power and Electricity Systems,https://www.coursera.org/learn/renewable-power-electricity-systems?specialization=renewable-energy,"The energy revolution in underway.  Renewable energy is growing at an astounding pace - notably in electricity.  Wind turbines and solar photovoltaic (PV) systems account for most new power plants built worldwide, and are essential to building a low-carbon and sustainable energy future.  As a result, there are countless new opportunities in renewable electricity. ",Physical Science and Engineering,Environmental Science and Sustainability,"Electricity systems,Wind Power,Renewable Energy,Solar Energy,Sustainable Energy,","{'SKILL': [{'word': 'Electricity', 'score': 0.5621855854988098}, {'word': 'Wind Power', 'score': 0.8755902051925659}, {'word': 'Renewab', 'score': 0.8064428567886353}, {'word': 'Le Energy', 'score': 0.7743115425109863}, {'word': 'Solar Energy', 'score': 0.8619862794876099}, {'word': 'Sustainable Energy', 'score': 0.8143054246902466}]}"
Inspiring Peak Performance on Technical Teams,https://www.coursera.org/learn/real-world-engineering-management-2?specialization=real-world-engineering-management,Sponsored by AMAZON WEB SERVICES (AWS). ,Computer Science,Software Development,"People Management,Business Strategy,Cloud Engineering,Software Engineering,Program Management,","{'SKILL': [{'word': 'Management', 'score': 0.982628345489502}, {'word': 'Business Strategy', 'score': 0.9886332750320435}, {'word': 'Cloud Engineering', 'score': 0.9873182773590088}, {'word': 'Software Engineering', 'score': 0.9631406664848328}, {'word': 'Program Management', 'score': 0.9086120128631592}]}"
Introduction to Cloud Computing,https://www.coursera.org/learn/introduction-to-cloud?specialization=devops-cloud-and-agile-foundations,"Get started in Cloud Computing with this beginner friendly, self-paced course! You will gain the foundational knowledge required for understanding cloud computing from a business perspective and also as a cloud practitioner.  ",Information Technology,Cloud Computing,"Cloud Native,Devops,Iaas PaaS Saas,Hybrid Multicloud,Cloud Computing,","{'TOOL': [{'word': 'Native', 'score': 0.6657979488372803}, {'word': 'Iaas Paas Saas', 'score': 0.6994181871414185}, {'word': 'Hybrid Multicloud', 'score': 0.905664324760437}], 'SKILL': [{'word': 'Devops', 'score': 0.695003867149353}, {'word': 'Cloud Computing', 'score': 0.9802582859992981}]}"
